0,1,2,3,4,5,6,7,8,9
8.11093985131459e-06,1.4155788123424753e-05,4.218043474987655e-19,0.0,2.2985523816564957e-06,0.002306372376051089,2.765160413260014e-10,1.1024234602489256,4.387682028894331,0.05029742944402522
6.3250508125206285e-06,6.656379957183305e-07,0.0,2.9380786305682245e-06,0.0,0.0023120101421441617,2.7822505594792006e-10,1.0992227622234514,4.386624517828991,0.05440413384964612
0.0,0.0,2.4037340040122793e-15,0.0,0.0,0.0022879514991466883,2.6401672451360635e-10,1.099066559950847,4.378018412008587,0.057335790076389864
0.0637670839153626,2.0744152579945e-05,2.446506522282859e-15,0.0,0.0,0.0023244299060594473,3.264609650518289e-10,0.0,0.0,2.7364639223269327
0.02183546336779806,0.0,2.825110686329806e-15,2.085040520857553e-06,8.443888599159628e-07,0.00033987295108562146,4.3705965055008905e-10,3.6889229992135923e-07,0.0,1.1708006240211684
0.02397358046720385,1.3921055744099545e-06,4.0258239735358055e-16,0.0,5.59512566551502e-06,0.00036200129797005014,4.4793723811094237e-10,0.0,0.0,1.1703930349244227
0.020587373501197038,7.462540242799262e-06,2.8350457364784845e-15,3.4890002890841634e-06,0.0,0.0003518487369526167,4.446623261090527e-10,0.0,0.0,1.171038699429117
0.020313272757738695,1.8104876724515453e-05,2.8503949563868175e-15,0.0,3.2476749540855506e-06,0.0003538399839456752,4.4614114428348954e-10,0.0,0.0,1.1710899699048227
0.04399615520734305,1.4681347712855578e-05,2.584943656235565e-15,0.0,5.380547951995743e-07,0.00422707018465231,5.881498065859168e-10,5.830809406953165e-08,1.5659791472494529e-06,2.0092005472591246
0.04324396996789696,1.8256495705063446e-05,2.599121692629257e-15,0.0,2.478000409065606e-06,0.004229838823761261,5.892852479620425e-10,0.0,0.0,2.0093437034963433
0.04461558966229971,9.610484556707153e-07,2.5867063980973594e-15,0.0,5.160133591587851e-06,0.004215216409238601,5.778490198623156e-10,0.0,1.5342123143665006e-06,2.009081624519122
0.009637117300333285,0.0,5.241742779881296e-16,7.4974402682513845e-06,0.0,0.0028220791174023182,4.49676546236868e-10,0.0,0.0,0.5791086662488275
0.02427229575280829,5.579777793701193e-06,4.082098940002331e-16,0.0,1.8551059128916378e-06,0.004425426210956623,3.9382137527180133e-10,0.0,2.374856571038738,0.4088073243718318
0.02366798454042182,3.7239664471749633e-06,4.1130708170834663e-16,4.721713864748039e-07,2.850923688537418e-06,0.004427621524937028,3.947765395222325e-10,0.0,2.3778212657019995,0.4079759413086223
0.023946780036936968,3.518425340828667e-06,4.0898472321914146e-16,9.641919971226829e-07,2.975538854573016e-06,0.004429211507495044,3.960576891795015e-10,0.0,2.3701802247017643,0.41036166661594736
0.07112344126106929,0.0,2.5969981345457133e-15,1.8048514877107262e-06,0.0,0.002212794326152118,2.936392052206055e-10,0.0,5.912282863268079,1.0014645342077153
0.07176720742940136,0.0,2.5811619912729714e-15,7.196516363457299e-08,0.0,0.0022075111486630898,2.892860919670792e-10,1.0723401063037727e-07,5.911052000905108,1.0017349092227898
0.07048078211715605,0.0,2.4732742756109732e-15,0.0,0.0,0.0022858646908571383,3.1495516970286867e-10,0.0,5.536705165221473e-07,2.8888592930587023
0.0067587815774718465,0.0,3.0165090825321756e-15,0.0,0.0,0.0027852569712750064,4.423861397253489e-10,0.0,1.1790916668240932,0.2032784224660065
0.00551049324208322,9.791306568752922e-06,3.0184125224635187e-15,0.0,0.0,0.002806983017603822,4.5256723543225477e-10,0.0,0.0,0.5798962249762808
0.005940825567239423,0.0,3.0212657131646487e-15,0.0,0.0,0.0027915366140373933,4.4609495947346317e-10,0.0,1.1884048562935634,0.200461674707237
0.0,0.0,2.980633816919136e-15,5.427696937952811e-07,0.0,0.004629266111706291,3.5009685726240764e-10,0.0,0.0,0.31266262336589784
1.049433030333461e-05,1.9619997758259793e-06,8.512539742461896e-17,6.1420854704510985e-06,0.0,0.0012186511994967638,3.1229308970620016e-10,0.9525039352301705,3.8872420619226205,0.08534838237608067
